Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-04-20,HR BICENTARIO DE LA INDEPENDENCIA,ISSSTE,,,"19.628814,-99.163343"
2020-04-20,HG TOLUCA,ISSSTE,Crítica,Media,"19.256918,-99.635872"
2020-04-20,22/O BATALLÓN DE POLÍCIA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-20,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-20,8/O REGIMIENTO MECANIZADO ALMOLOYA DE JUÁREZ,SEDENA,,,"19.403838,-99.742294"
2020-04-20,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Media,Media,"19.815464,-99.089197"
2020-04-20,HOSPITAL REGIONAL TLANEPANTLA ISSEMYM,EDOMEX,,,"19.319081,-98.855395"
2020-04-20,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Media,Media,"19.286408,-99.586018"
2020-04-20,HOSPITAL SEDNA,PRIVADOS,,,"19.303597,-99.174177"
2020-04-20,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Buena,Buena,"19.400754,-99.204033"
2020-04-20,HOSPITAL SAN ÁNGEL INN PATRIOTISMO,PRIVADOS,Crítica,Crítica,"19.376412,-99.186388"
2020-04-20,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-20,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,,,"19.358908,-99.167569"
2020-04-20,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,,,"19.402588,-99.172236"
2020-04-20,HOSPITAL DE COS,PRIVADOS,,,"19.416104,-99.162514"
2020-04-20,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Crítica,Buena,"19.421804,-99.156942"
2020-04-20,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Crítica,"19.407125,-99.167048"
2020-04-20,HOSPITAL OBREGÓN,PRIVADOS,Crítica,,"19.418468,-99.160702"
2020-04-20,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-20,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-20,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-20,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-20,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-20,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-20,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-20,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-20,HOSPITAL TORRE MÉDICA TEPEPAN,SEDESA,,,"19.275556,-99.144313"
2020-04-20,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-20,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-20,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-21,HOSPITAL GENERAL DE MÉXICO,SSA,,,"19.4129258,-99.1520225"
2020-04-21,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Buena,"19.290598,-99.153838"
2020-04-21,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MÉXICO DR BELISARIO DOMÍNGUEZ,SEDESA,Buena,Media,"19.307226,-99.065356"
2020-04-21,HOSPITAL GENERAL TLÁHUAC,SEDESA,Media,Media,"19.287492,-99.052665"
2020-04-21,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI,IMSS,Crítica,Media,"19.466549,-99.145102"
2020-04-21,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Media,"19.483221,-99.128448"
2020-04-21,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Crítica,"19.405495,-99.1122"
2020-04-21,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Crítica,"19.307964,-99.130677"
2020-04-21,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA,IMSS,Crítica,Crítica,"19.467169,-99.143785"
2020-04-21,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Crítica,Crítica,"19.465117,-99.085162"
2020-04-21,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Media,"19.742905,-98.972971"
2020-04-21,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Media,"19.356913,-98.990929"
2020-04-21,HOSPITAL GENERAL DE ZONA 194,IMSS,Media,Crítica,"19.4703,-99.234208"
2020-04-21,HG JOSÉ MARÍA MORELOS,ISSSTE,,,"19.363918,-98.995393"
2020-04-21,HG TACUBA,ISSSTE,,,"19.454384,-99.191231"
2020-04-21,HG DR FERNANDO QUIROZ,ISSSTE,Media,Crítica,"19.394242,-99.194187"
2020-04-21,HG IGNACIO ZARAGOZA,ISSSTE,,,"19.389472,-99.045019"
2020-04-21,HR BICENTARIO DE LA INDEPENDENCIA,ISSSTE,,,"19.628814,-99.163343"
2020-04-21,HOSPITAL MILITAR DE ZONA CAMPO NO. 1-A,SEDENA,,,"19.457977,-99.227768"
2020-04-21,CAMPO MILITAR NO 1-A 6/O GRUPO DE MORTEROS,SEDENA,,,"19.449179,-99.232137"
2020-04-21,81/0 BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-21,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-21,CENTRO MÉDICO NAVAL,SEMAR,,Buena,"19.324032,-99.125233"
2020-04-21,HOSPITAL CENTRAL NORTE,PEMEX,,,"19.479895,-99.20088"
2020-04-21,HOSPITAL ÁNGELES MOCEL,PRIVADOS,Buena,Media,"19.410855,-99.184695"
2020-04-21,NUEVO SANATORIO DURANGO,PRIVADOS,,,"19.418455,-99.171747"
2020-04-21,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-21,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,,,"19.358908,-99.167569"
2020-04-21,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,,,"19.424002,-99.10506"
2020-04-21,HMG HOSPITAL COYOACÁN,PRIVADOS,Media,Media,"19.328044,-99.143601"
2020-04-21,HOSPITAL ÁNGELES LOMAS,PRIVADOS,,,"19.394636,-99.282021"
2020-04-21,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Crítica,Crítica,"19.491619,-99.126656"
2020-04-21,HOSPITAL ESPAÑOL,PRIVADOS,Buena,Buena,"19.439382,-99.197221"
2020-04-21,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Buena,,"19.513536,-99.237738"
2020-04-21,HOSPITAL GENERAL MILPA ALTA,SEDESA,,,"19.200951,-99.01121"
2020-04-21,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-21,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-21,HOSPITAL PEDIÁTRICO IZTACALCO,SEDESA,,,"19.402722,-99.117628"
2020-04-21,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-21,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-21,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-21,HOSPITAL PEDIÁTRICO LEGARIA,SEDESA,,,"19.450699,-99.203637"
2020-04-21,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-21,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-21,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-22,HOSPITAL GENERAL DR MANUEL GEA GONZÁLEZ,SSA,Buena,Buena,"19.290295,-99.160861"
2020-04-22,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Buena,Buena,"19.318796,-98.855353"
2020-04-22,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Media,"19.465067,-99.144881"
2020-04-22,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Crítica,Crítica,"19.39574,-99.161677"
2020-04-22,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,,,"19.483221,-99.128448"
2020-04-22,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Crítica,"19.405495,-99.1122"
2020-04-22,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-04-22,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,,,"19.357566,-99.054269"
2020-04-22,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Media,"19.542797,-99.205022"
2020-04-22,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Media,"19.515133,-98.89145"
2020-04-22,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Media,Media,"19.530797,-99.222446"
2020-04-22,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Media,"19.363602,-99.188608"
2020-04-22,HG JOSÉ MARÍA MORELOS,ISSSTE,,,"19.363918,-98.995393"
2020-04-22,HG DR FERNANDO QUIROZ,ISSSTE,Media,Crítica,"19.394242,-99.194187"
2020-04-22,HG IGNACIO ZARAGOZA,ISSSTE,Buena,Buena,"19.389472,-99.045019"
2020-04-22,HOSPITAL CENTRAL MILITAR,SEDENA,,,"19.437367,-99.216057"
2020-04-22,HOSPITAL MILITAR DE ZONA EL VERGEL,SEDENA,,,"19.312522,-99.082521"
2020-04-22,22/O BATALLÓN DE POLÍCIA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-22,81/0 BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-22,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-22,CAMPO MILITAR NO 37-B 6/O BATALLÓN DE FUERZAS ESPECIALES,SEDENA,,,"19.188076,-98.870108"
2020-04-22,HOSPITAL MILITAR DE ZONA SANTA MARÍA RAYÓN,SEDENA,,,"19.137953,-99.594466"
2020-04-22,HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD,PEMEX,Crítica,Crítica,"19.308751,-99.218739"
2020-04-22,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Buena,Buena,"19.31244,-99.22124"
2020-04-22,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Buena,Buena,"19.400754,-99.204033"
2020-04-22,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-22,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Buena,Media,"19.299431,-99.134953"
2020-04-22,HOSPITAL DE COS,PRIVADOS,,,"19.416104,-99.162514"
2020-04-22,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Crítica,Crítica,"19.491619,-99.126656"
2020-04-22,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,Media,Buena,"19.486673,-99.129583"
2020-04-22,HOSPITAL DIOMED,PRIVADOS,Crítica,Crítica,"19.401424,-99.205282"
2020-04-22,HOSPITAL ESPAÑOL,PRIVADOS,Buena,Buena,"19.439382,-99.197221"
2020-04-22,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Buena,,"19.513536,-99.237738"
2020-04-22,HOSPITAL GENERAL DR RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-22,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-22,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-22,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-22,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-22,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-22,HOSPITAL PEDIÁTRICO PERALVILLO,SEDESA,,,"19.45961,-99.141249"
2020-04-22,HOSPITAL GENERAL GREGORIO SALAS,SEDESA,,,"19.437705,-99.129572"
2020-04-22,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-23,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,SSA,Buena,Media,"19.291375,-99.158653"
2020-04-23,HOSPITAL GENERAL DE MÉXICO,SSA,,,"19.4129258,-99.1520225"
2020-04-23,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,,,"19.318796,-98.855353"
2020-04-23,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MÉXICO DR BELISARIO DOMÍNGUEZ,SEDESA,Crítica,Buena,"19.307226,-99.065356"
2020-04-23,HOSPITAL GENERAL TLÁHUAC,SEDESA,Buena,Buena,"19.287492,-99.052665"
2020-04-23,CITIBANAMEX,SEDESA,,Buena,"19.439732,-99.224235"
2020-04-23,HOSPITAL PEDIÁTRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-04-23,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Buena,Buena,"19.374431,-99.151203"
2020-04-23,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,,,"19.464865,-99.144859"
2020-04-23,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Buena,Buena,"19.39574,-99.161677"
2020-04-23,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Buena,Buena,"19.454776,-99.140007"
2020-04-23,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-04-23,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA,IMSS,Buena,Buena,"19.467169,-99.143785"
2020-04-23,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Buena,"19.742905,-98.972971"
2020-04-23,HOSPITAL GENERAL DE ZONA 53,IMSS,Buena,Buena,"19.356913,-98.990929"
2020-04-23,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Buena,Buena,"19.597387,-99.188426"
2020-04-23,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-04-23,HG DARIO FERNÁNDEZ FIERRO,ISSSTE,,,"19.363602,-99.188608"
2020-04-23,HG JOSÉ MARÍA MORELOS,ISSSTE,,,"19.363918,-98.995393"
2020-04-23,HG DR FERNANDO QUIROZ,ISSSTE,Buena,Buena,"19.394242,-99.194187"
2020-04-23,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-23,CAMPO MILITAR NO 37-B 6/O BATALLÓN DE FUERZAS ESPECIALES,SEDENA,,,"19.188076,-98.870108"
2020-04-23,CENTRO MÉDICO NAVAL,SEMAR,Crítica,Crítica,"19.324032,-99.125233"
2020-04-23,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,,,"19.320789,-99.633339"
2020-04-23,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Crítica,Crítica,"19.31244,-99.22124"
2020-04-23,MÉDICA SUR,PRIVADOS,Buena,Crítica,"19.31244,-99.22124"
2020-04-23,NUEVO SANATORIO DURANGO,PRIVADOS,,,"19.418658,-99.17126"
2020-04-23,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,,,"19.434256,-99.191809"
2020-04-23,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Buena,Buena,"19.356363,-99.282374"
2020-04-23,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Buena,Media,"19.421896,-99.172987"
2020-04-23,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Buena,Buena,"19.340277,-99.200021"
2020-04-23,CENTRO DE ATENCIÓN MÉDICA INTEGRAL (HOSPITAL CAMI),PRIVADOS,Buena,Buena,"19.424002,-99.10506"
2020-04-23,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-23,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Crítica,Crítica,"19.299431,-99.134953"
2020-04-23,HOSPITAL DE COS,PRIVADOS,,,"19.41604,-99.162523"
2020-04-23,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Buena,"19.491579,-99.126636"
2020-04-23,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Crítica,Media,"19.407125,-99.167048"
2020-04-23,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-23,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-23,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-23,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-23,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,SEDESA,,,"19.319364,-99.239095"
2020-04-23,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-23,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-24,INER,SSA,Buena,Media,"19.291375,-99.158653"
2020-04-24,HOSPITAL JUAREZ,SSA,Crítica,Crítica,"19.481829,-99.135576"
2020-04-24,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SSA,Crítica,Crítica,"19.290295,-99.160861"
2020-04-24,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-04-24,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-04-24,GENERAL TLAHUAC,SEDESA,Buena,Buena,"19.287492,-99.052665"
2020-04-24,CITIBANAMEX,SEDESA,,,"19.439732,-99.224235"
2020-04-24,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Buena,Buena,"19.482375,-99.213046"
2020-04-24,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Buena,Buena,"19.465117,-99.085162"
2020-04-24,HOSPITAL GENERAL REGIONAL 72,IMSS,Buena,Buena,"19.542797,-99.205022"
2020-04-24,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Buena,"19.37272,-99.171205"
2020-04-24,HG TACUBA,ISSSTE,Media,Media,"19.454384,-99.191231"
2020-04-24,HG DR FERNANDO QUIROZ,ISSSTE,Buena,Buena,"19.394242,-99.194187"
2020-04-24,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Buena,Buena,"19.358451,-99.172716"
2020-04-24,HOSPITAL CENTRAL MILITAR,SEDENA,,,"19.437367,-99.216057"
2020-04-24,"HOSPITAL MILITAR DE ZONA, CAMPO NO. 1-A",SEDENA,,,"19.457977,-99.227768"
2020-04-24,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-04-24,"CAMPO MIL. NO. 37-B.     HOSPITAL MILITAR DE ZONA, TEMAMATLA",SEDENA,,,"19.188076,-98.870108"
2020-04-24,CENTRO MÉDICO NAVAL,SEMAR,Crítica,Crítica,"19.324032,-99.125233"
2020-04-24,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Buena,Buena,"19.815198,-99.089196"
2020-04-24,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Buena,"19.521706,-99.187341"
2020-04-24,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Buena,Buena,"19.286062,-99.585976"
2020-04-24,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Media,Media,"19.320789,-99.633339"
2020-04-24,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Buena,"19.594136,-99.018679"
2020-04-24,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Buena,Buena,"19.415093,-99.157032"
2020-04-24,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,,,"19.434256,-99.191809"
2020-04-24,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Crítica,Crítica,"19.400754,-99.204033"
2020-04-24,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-24,HMG HOSPITAL COYOACÁN,PRIVADOS,Buena,Media,"19.32699,-99.144988"
2020-04-24,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Crítica,Media,"19.299431,-99.134953"
2020-04-24,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Buena,Crítica,"19.421693,-99.156934"
2020-04-24,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Buena,"19.491579,-99.126636"
2020-04-24,HOSPITAL ÁNGELES LINDAVISTA,PRIVADOS,Buena,Crítica,"19.486673,-99.129583"
2020-04-24,HOSPITAL ÁNGELES MÉXICO,PRIVADOS,Media,Buena,"19.400075,-99.172655"
2020-04-24,HOSPITAL OBREGÓN,PRIVADOS,Buena,,"19.418468,-99.160702"
2020-04-24,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Crítica,Crítica,"19.513536,-99.237738"
2020-04-24,HOSPITAL GENERAL MILPA ALTA,SEDESA,,,"19.200951,-99.01121"
2020-04-24,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
2020-04-24,HOSPITAL GENERAL TICOMAN,SEDESA,,,"19.514444,-99.137778"
2020-04-24,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-24,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-24,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-24,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-24,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-25,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Media,Crítica,"19.289599,-99.155441"
2020-04-25,HOSPITAL JUAREZ,SSA,Crítica,Crítica,"19.481829,-99.135576"
2020-04-25,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-04-25,ENRIQUE CABRERA,SEDESA,Crítica,Buena,"19.361675,-99.224432"
2020-04-25,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-04-25,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Buena,"19.3696537,-99.1558374"
2020-04-25,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Crítica,Crítica,"19.464865,-99.144859"
2020-04-25,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Buena,Buena,"19.405495,-99.1122"
2020-04-25,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Media,"19.398836,-99.116913"
2020-04-25,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Media,Media,"19.307964,-99.130677"
2020-04-25,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Buena,Media,"19.465117,-99.085162"
2020-04-25,HOSPITAL GENERAL REGIONAL 196,IMSS,Buena,Media,"19.529016,-99.030983"
2020-04-25,HG JOSE MARIA MORELOS,ISSSTE,Media,Crítica,"19.363918,-98.995393"
2020-04-25,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Media,Media,"19.628814,-99.163343"
2020-04-25,H.G.TOLUCA,ISSSTE,Buena,Buena,"19.256918,-99.635872"
2020-04-25,"HOSPITAL MILITAR DE ZONA, EL VERGEL",SEDENA,,,"19.312522,-99.082521"
2020-04-25,22/O. BATALLÓN DE POLICÍA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-25,"HOSPITAL MILITAR DE ZONA, SANTA MARÍA RAYÓN",SEDENA,,,"19.137953,-99.594466"
2020-04-25,HOSPITAL CENTRAL NORTE,PEMEX,Buena,Buena,"19.479895,-99.20088"
2020-04-25,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Media,Buena,"19.521706,-99.187341"
2020-04-25,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Media,Media,"19.320789,-99.633339"
2020-04-25,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Crítica,Crítica,"19.31244,-99.22124"
2020-04-25,HOSPITAL ÁNGELES SANTA MÓNICA,PRIVADOS,,,"19.434256,-99.191809"
2020-04-25,CENTRO MÉDICO ABC CAMPUS SANTA FE,PRIVADOS,Buena,Buena,"19.356363,-99.282374"
2020-04-25,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Buena,Buena,"19.340277,-99.200021"
2020-04-25,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,Media,Buena,"19.358908,-99.167569"
2020-04-25,CENTRO MÉDICO DALINDE,PRIVADOS,Buena,Buena,"19.40526,-99.168017"
2020-04-25,HMG HOSPITAL COYOACÁN,PRIVADOS,Buena,Media,"19.32699,-99.144988"
2020-04-25,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Crítica,Media,"19.299431,-99.134953"
2020-04-25,HOSPITAL DE COS,PRIVADOS,,,"19.41604,-99.162523"
2020-04-25,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Buena,Buena,"19.491579,-99.126636"
2020-04-25,HOSPITAL ÁNGELES LINDAVISTA,PRIVADOS,Buena,Crítica,"19.486673,-99.129583"
2020-04-25,HOSPITAL DIOMED,PRIVADOS,Buena,Buena,"19.401376,-99.205282"
2020-04-25,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Media,"19.407125,-99.167048"
2020-04-25,HOSPITAL GENERAL MILPA ALTA,SEDESA,,,"19.200951,-99.01121"
2020-04-25,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,,,"19.451398,-99.169565"
